ticker,composite_rank,composite_score,z_score,expected_excess_return,volatility,drawdown,cluster_id,defensive_multiplier,defensive_bucket,defensive_notes,severity,stage_bucket,market_cap_bucket,rankable,momentum_score,momentum_window,momentum_alpha,catalyst_score,catalyst_effective_score,catalyst_proximity_score,smart_money_score,smart_money_overlap,smart_money_tier1_holders,short_interest_score,short_interest_crowding,short_interest_squeeze,valuation_score,valuation_method,valuation_confidence,partnership_score,partnership_strength,partnership_top_partners,fda_designation_score,fda_designations,competitive_intensity_score,competitive_crowding_level,pipeline_diversity_score,pipeline_risk_profile,confidence_overall,confidence_financial,confidence_clinical,confidence_catalyst,confidence_pos
SEPN,132,39.96,0.2474,0.0198,0.7426,-0.181880,1,1.00,neutral,,none,early,small,True,72.98,60,0.1612,73.52,59.37,26.36,61.00,3,Casdin Capital; Perceptive Advisors; RA Capital Management,61.00,LOW,LOW,90.00,ev_cfo,0.8000,50,unknown,,50,,90.0,highly_crowded,35.0,single_asset,0.80500,0.95,0.85,0.45,0.7
RARE,133,39.68,0.6068,0.0485,1.2539,-0.5068,2,0.8732134000,penalty,def_skip_vol_too_high; def_mult_high_vol_0.97; def_mult_momentum_penalty_0.95; def_mult_rsi_oversold_1.03; def_mult_drawdown_penalty_0.92,none,late,mid,True,7.25,60,-0.3918,86.48,65.84,17.69,56.70,5,Baker Bros Advisors; Palo Alto Investors; RTW Investments; Rock Springs Capital Management,64.00,LOW,LOW,54.95,ev_revenue,0.8000,33.82,strong,Alexion,78.2,BTD; ODD; RMAT,75.0,uncrowded,83.0,broad_portfolio,0.83500,0.95,0.95,0.45,0.7
AVXL,134,39.42,0.1972,0.0158,1.1868,-0.375784,2,1.018500,neutral,def_skip_not_elite_vol; def_mult_high_vol_0.97; def_mult_momentum_bonus_1.05; def_warn_drawdown_gt_30pct,none,late,small,True,7.25,60,-0.5013,50.00,50.00,0,50.00,0,,86.00,MEDIUM,HIGH,84.50,mcap_per_trial,0.8000,50,unknown,,50,,90.0,moderate,79.0,diversified,0.83500,0.95,0.95,0.45,0.7
SRPT,135,38.97,0.4653,0.0372,1.0694,-0.8253,2,0.892400,penalty,def_mult_high_vol_0.97; def_mult_drawdown_penalty_0.92,none,late,mid,True,15.02,60,-0.2454,50.00,41.57,21.89,51.00,1,Opaleye Management,69.00,MEDIUM,MODERATE,90.00,ev_revenue,0.8000,48.75,exceptional,Roche,80.2,FT; BTD; ODD; RMAT,100.0,highly_crowded,86.0,broad_portfolio,0.87500,0.95,0.95,0.65,0.7
RGNX,136,38.74,0.2056,0.0164,0.6963,-0.160826,2,1.00,neutral,,none,late,small,True,48.35,60,-0.0123,98.00,80.39,39.31,50.00,0,,75.00,LOW,MODERATE,86.26,mcap_per_trial,0.8000,50,unknown,,50,,75.0,uncrowded,80.0,broad_portfolio,0.87000,0.95,0.95,0.65,0.7
TYRA,137,38.72,0.1228,0.0098,0.7452,0.000000,3,1.0500,neutral,def_mult_momentum_bonus_1.05,none,mid,small,True,92.75,60,0.8774,50.00,50.00,0,53.90,3,Baker Bros Advisors; RA Capital Management,61.00,MEDIUM,MODERATE,33.05,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,75.0,diversified,0.83500,0.95,0.95,0.45,0.7
RYTM,138,38.23,-0.0408,-0.0033,0.4754,-0.1456,2,1.133000,good,def_mult_good_1.10; def_mult_rsi_oversold_1.03,none,late,mid,True,13.67,60,-0.2550,50.00,50.00,0,67.00,7,Baker Bros Advisors; Opaleye Management; Orbimed Advisors; Perceptive Advisors; RA Capital Management; Rock Springs Capital Management; Sofinnova Investments,63.00,LOW,MODERATE,10.00,mcap_per_trial,0.8000,50,unknown,,71.0,BTD; ODD,90.0,moderate,80.0,diversified,0.83500,0.95,0.95,0.45,0.7
PCVX,139,38.09,0.164,0.0131,0.4931,-0.063477,2,1.00,neutral,,none,late,mid,True,61.97,60,0.0886,50.00,50.00,0,64.30,8,Baker Bros Advisors; Cormorant Asset Management; RA Capital Management; Rock Springs Capital Management; Tang Capital Partners,65.00,LOW,MODERATE,10.23,mcap_per_trial,0.8000,52.75,exceptional,Merck,67.0,FT; BTD,10.0,uncrowded,76.0,diversified,0.83000,0.95,0.95,0.45,0.7
JBIO,140,37.64,0.1558,0.0125,0.749977,-0.057546,1,1.00,neutral,,none,early,small,True,92.75,60,0.4461,50.00,50.00,0,50.00,0,,50,UNKNOWN,UNKNOWN,50,neutral,0.2,50,unknown,,50,,90.0,highly_crowded,35.0,single_asset,0.74500,0.95,0.85,0.45,0.7
ACIU,141,37.17,0.0408,0.0033,0.7916,-0.059459,3,1.0500,neutral,def_skip_vol_too_high; def_mult_momentum_bonus_1.05,none,mid,small,True,52.67,60,0.0198,73.70,57.61,20.07,50.00,0,,38.00,LOW,LOW,70.34,mcap_per_trial,0.8000,50,unknown,,50,,75.0,uncrowded,75.0,diversified,0.74000,0.65,0.95,0.45,0.7
CMPS,142,37.01,0.1475,0.0118,0.7735,-0.132353,1,1.00,neutral,def_skip_vol_too_high,sev1,early,small,True,49.14,60,-0.0064,50.00,50.00,0,62.30,8,Deep Track Capital; EcoR1 Capital; RTW Investments; Tang Capital Partners,71.00,LOW,LOW,50,neutral,0.2,50,unknown,,50,,100.0,highly_crowded,35.0,single_asset,0.74000,0.95,0.85,0.45,0.7
GPCR,143,36.94,0.0899,0.0072,2.1948,-0.047020,3,1.018500,neutral,def_skip_not_elite_vol; def_mult_high_vol_0.97; def_mult_momentum_bonus_1.05,none,mid,mid,True,92.75,60,2.0283,50.00,50.00,0,66.00,4,Baker Bros Advisors; Casdin Capital; RA Capital Management; Rock Springs Capital Management,48.00,LOW,LOW,10.00,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,67.0,focused,0.83500,0.95,0.95,0.45,0.7
SPRY,144,36.91,0.1393,0.0111,0.7229,-0.217458,1,1.00,neutral,,none,early,small,True,8.18,60,-0.2934,50.00,50.00,0,51.00,4,Deerfield Management; Orbimed Advisors; Perceptive Advisors; RA Capital Management,80.00,HIGH,HIGH,31.67,mcap_per_trial,0.8000,50,unknown,,50,,20.0,uncrowded,63.0,focused,0.80500,0.95,0.85,0.45,0.7
ABUS,145,36.89,0.131,0.0105,0.5389,-0.153535,3,1.00,neutral,,none,mid,small,True,16.43,60,-0.2356,57.52,42.15,6.29,50.00,0,,53.00,LOW,LOW,56.78,mcap_per_trial,0.8000,50,unknown,,50,,75.0,uncrowded,78.0,diversified,0.80500,0.95,0.95,0.30,0.7
LCTX,146,36.64,0.1146,0.0092,0.5717,-0.191327,1,1.00,neutral,,none,early,small,True,27.55,60,-0.1575,50.00,50.00,0,50.00,0,,66.00,MEDIUM,MODERATE,65.00,mcap_per_trial,0.8000,50,unknown,,50,,20.0,uncrowded,64.0,focused,0.83500,0.95,0.95,0.45,0.7
MLTX,147,36.60,0.0736,0.0059,0.967856,-0.121147,2,1.018500,neutral,def_skip_not_elite_vol; def_mult_high_vol_0.97; def_mult_momentum_bonus_1.05,none,late,small,True,37.52,60,-0.0925,65.90,51.31,17.27,51.43,7,Cormorant Asset Management; Ghost Tree Capital; Rock Springs Capital Management; Sectoral Asset Management,50,UNKNOWN,UNKNOWN,52.34,mcap_per_trial,0.8000,50,unknown,,50,,60.0,uncrowded,80.0,broad_portfolio,0.83000,0.95,0.95,0.45,0.7
NBP,148,36.47,0.1063,0.0085,0.6602,-0.195960,3,1.00,neutral,def_skip_not_elite_vol,none,mid,small,True,8.15,60,-0.2937,50.00,50.00,0,50.00,0,,56.00,LOW,LOW,50,neutral,0.2,50,unknown,,50,,10.0,uncrowded,35.0,single_asset,0.74500,0.95,0.85,0.45,0.7
ABEO,149,36.36,0.0981,0.0078,0.641179,-0.074275,2,1.00,neutral,,none,late,micro,True,12.39,60,-0.2639,50.00,50.00,0,54.00,1,Palo Alto Investors,50,UNKNOWN,UNKNOWN,90.00,mcap_per_trial,0.8000,50,unknown,,50,,35.0,uncrowded,76.0,broad_portfolio,0.83500,0.95,0.95,0.45,0.7
ONC,150,35.88,0.0654,0.0052,0.415,-0.109439,2,1.00,neutral,,none,late,large,True,31.53,60,-0.1368,50.00,50.00,0,50.00,0,,51.00,LOW,LOW,12.86,ev_cfo,0.8000,50,unknown,,50,,100.0,highly_crowded,83.0,broad_portfolio,0.83000,0.95,0.95,0.45,0.7
RCKT,151,35.65,0.0572,0.0046,0.6262,-0.078283,3,1.00,neutral,,sev1,mid,small,True,23.64,60,-0.1850,50.00,50.00,0,52.86,7,RTW Investments; Suvretta Capital Management; Tang Capital Partners,63.00,MEDIUM,MODERATE,80.51,mcap_per_trial,0.8000,52.75,exceptional,Roche,80.2,FT; BTD; ODD; RMAT,45.0,uncrowded,79.0,broad_portfolio,0.83500,0.95,0.95,0.45,0.7
CYTK,152,35.52,0.049,0.0039,0.4492,-0.054439,2,1.00,neutral,,none,late,mid,True,59.37,60,0.0694,66.00,56.93,35.77,54.00,1,RTW Investments,66.00,LOW,MODERATE,35.38,mcap_per_trial,0.8000,40.75,strong,Novartis,50,,100.0,highly_crowded,86.0,broad_portfolio,0.87000,0.95,0.95,0.65,0.7
CRMD,153,35.50,0.1889,0.0151,0.8522,-0.391202,2,0.921500,penalty,def_skip_not_elite_vol; def_mult_high_vol_0.97; def_mult_momentum_penalty_0.95; def_warn_drawdown_gt_30pct,none,late,small,True,7.25,60,-0.5495,70.22,53.67,15.05,55.71,3,Deep Track Capital,65.00,MEDIUM,MODERATE,90.00,ev_cfo,0.8000,50,unknown,,50,,20.0,uncrowded,75.0,diversified,0.83500,0.95,0.95,0.45,0.7
FOLD,154,35.41,0.0082,0.0007,0.6001,0.0000,2,1.029000,neutral,def_mult_momentum_bonus_1.05; def_mult_rsi_overbought_0.98,none,late,mid,True,92.75,60,0.4044,50.00,50.00,0,62.00,3,Palo Alto Investors; Perceptive Advisors; Rock Springs Capital Management,60.00,LOW,LOW,12.86,ev_cfo,0.8000,36.75,strong,Roche,71.0,BTD; ODD,100.0,highly_crowded,80.0,broad_portfolio,0.83500,0.95,0.95,0.45,0.7
VIR,155,35.34,-0.049,-0.0039,0.7493,0.000000,2,1.0500,neutral,def_mult_momentum_bonus_1.05,sev1,late,small,True,86.03,60,0.2528,73.40,62.46,36.94,54.00,1,Baker Bros Advisors,66.00,LOW,MODERATE,82.75,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,86.0,broad_portfolio,0.83500,0.95,0.95,0.45,0.7
OCUL,156,35.25,0.0327,0.0026,0.7517,-0.326505,2,1.00,neutral,def_skip_vol_too_high; def_warn_drawdown_gt_30pct,none,late,mid,True,7.25,60,-0.3291,55.00,42.78,14.27,60.70,8,Acuta Capital Partners; Deep Track Capital; Logos Global Management; Opaleye Management; Rock Springs Capital Management,57.00,LOW,LOW,64.04,mcap_per_trial,0.8000,50,unknown,,50,,75.0,uncrowded,83.0,broad_portfolio,0.83500,0.95,0.95,0.45,0.7
HROW,157,34.98,0.0245,0.002,0.6339,-0.215693,2,1.00,neutral,def_skip_vol_too_high,none,late,small,True,35.44,60,-0.1078,50.00,50.00,0,51.00,1,Opaleye Management,73.00,MEDIUM,MODERATE,27.86,ev_cfo,0.8000,50,unknown,,50,,10.0,uncrowded,35.0,single_asset,0.80000,0.95,0.85,0.45,0.7
SNDX,158,34.91,0.0163,0.0013,0.5965,-0.053370,3,1.00,neutral,def_skip_vol_too_high,sev1,mid,small,True,82.21,60,0.2260,50.00,50.00,0,62.00,7,Ghost Tree Capital; Palo Alto Investors; Sectoral Asset Management,88.00,MEDIUM,HIGH,65.25,mcap_per_trial,0.8000,47.82,strong,Incyte,50,,100.0,highly_crowded,84.0,broad_portfolio,0.83500,0.95,0.95,0.45,0.7
RXRX,159,34.90,0.0817,0.0065,0.8354,-0.185841,3,0.9700,penalty,def_mult_high_vol_0.97,none,mid,mid,True,7.25,60,-0.3413,50.00,50.00,0,48.57,2,Casdin Capital,71.00,HIGH,HIGH,27.97,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,78.0,diversified,0.83500,0.95,0.95,0.45,0.7
AMRX,160,34.46,-0.1723,-0.0138,0.3236,0.000000,2,1.1000,good,def_mult_good_1.10,none,late,mid,True,66.51,60,0.1223,50.00,50.00,0,50.00,0,,50.00,LOW,LOW,42.14,ev_cfo,0.8000,50,unknown,,50,,75.0,uncrowded,88.0,broad_portfolio,0.83000,0.95,0.95,0.45,0.7
MYGN,161,34.32,-0.0082,-0.0007,0.6452,-0.286064,2,1.00,neutral,def_skip_not_elite_vol,none,late,small,True,7.25,60,-0.4128,50.00,50.00,0,50.00,0,,67.00,LOW,MODERATE,90.00,ev_revenue,0.8000,50,unknown,,50,,100.0,highly_crowded,68.0,diversified,0.83500,0.95,0.95,0.45,0.7
ACLX,162,33.93,-0.0327,-0.0026,0.5575,-0.238654,1,1.00,neutral,def_skip_vol_too_high,none,early,mid,True,7.25,60,-0.3340,50.00,50.00,0,67.90,6,Baker Bros Advisors; Cormorant Asset Management; Perceptive Advisors; RA Capital Management; Rock Springs Capital Management,66.00,MEDIUM,HIGH,50,neutral,0.2,50,unknown,,50,,100.0,highly_crowded,45.0,concentrated,0.74500,0.95,0.85,0.45,0.7
VYGR,163,33.54,-0.0572,-0.0046,0.56,-0.156317,1,1.00,neutral,,none,early,micro,True,14.66,60,-0.2480,50.00,50.00,0,49.00,3,EcoR1 Capital,59.00,LOW,LOW,50,neutral,0.2,50,unknown,,50,,100.0,highly_crowded,35.0,single_asset,0.74500,0.95,0.85,0.45,0.7
TERN,164,33.33,0.0,0.0,1.7841,-0.254831,3,0.9700,penalty,def_skip_not_elite_vol; def_mult_high_vol_0.97,none,mid,mid,True,92.75,60,2.9266,50.00,50.00,0,54.00,1,Acuta Capital Partners,48.00,LOW,LOW,10.00,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,67.0,focused,0.83500,0.95,0.95,0.45,0.7
SANA,165,33.07,-0.0817,-0.0065,1.1156,-0.062741,2,0.999100,neutral,def_mult_high_vol_0.97; def_mult_rsi_oversold_1.03,sev1,late,small,True,52.48,60,0.0184,73.70,57.61,20.07,53.00,1,Baker Bros Advisors,78.00,HIGH,HIGH,83.33,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,88.0,broad_portfolio,0.83000,0.95,0.95,0.45,0.7
BIOA,166,33.03,-0.1146,-0.0092,1.0312,-0.144415,3,1.018500,neutral,def_skip_not_elite_vol; def_mult_high_vol_0.97; def_mult_momentum_bonus_1.05,none,mid,small,True,92.75,60,1.7396,50.00,50.00,0,64.00,4,Cormorant Asset Management; Orbimed Advisors; Sofinnova Investments; Tang Capital Partners,50.00,LOW,LOW,46.61,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,70.0,focused,0.83500,0.95,0.95,0.45,0.7
KROS,167,33.01,-0.0899,-0.0072,0.4961,-0.174222,3,1.00,neutral,,none,mid,small,True,40.12,60,-0.0732,50.00,50.00,0,50.00,0,,75.00,MEDIUM,LOW,90.00,ev_cfo,0.8000,50,unknown,,58,FT,75.0,uncrowded,53.0,focused,0.80000,0.95,0.85,0.45,0.7
ADPT,168,32.70,-0.1972,-0.0158,0.7937,-0.084555,1,1.0500,neutral,def_skip_vol_too_high; def_mult_momentum_bonus_1.05,none,early,mid,True,49.25,60,-0.0056,50.00,50.00,0,50.00,0,,68.00,LOW,LOW,19.31,ev_revenue,0.8000,41.62,exceptional,Genentech,68.0,RMAT; ODD,100.0,highly_crowded,74.0,diversified,0.83000,0.95,0.95,0.45,0.7
ORIC,169,32.39,-0.2139,-0.0171,0.596,-0.129179,1,1.0500,neutral,def_mult_momentum_bonus_1.05,sev1,early,small,True,32.03,60,-0.1331,50.00,50.00,0,58.80,5,Deerfield Management; EcoR1 Capital,71.00,MEDIUM,HIGH,48.33,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,63.0,focused,0.83000,0.95,0.95,0.45,0.7
INSM,170,32.35,-0.1228,-0.0098,0.5709,-0.230689,2,1.00,neutral,def_skip_vol_too_high,none,late,large,True,25.10,60,-0.1747,77.80,71.68,57.39,76.30,14,Acuta Capital Partners; Baker Bros Advisors; Cormorant Asset Management; Deerfield Management; Orbimed Advisors; Palo Alto Investors; Perceptive Advisors; RTW Investments; Rock Springs Capital Management; Sofinnova Investments,54.00,LOW,LOW,10.00,ev_revenue,0.8000,50,unknown,,73.0,FT; BTD; ODD,100.0,highly_crowded,86.0,broad_portfolio,0.87500,0.95,0.95,0.65,0.7
BCAX,171,32.34,-0.131,-0.0105,0.6287,-0.131868,3,1.00,neutral,,none,mid,small,True,45.58,60,-0.0327,50.00,50.00,0,63.90,5,Deep Track Capital; RA Capital Management; Rock Springs Capital Management; Sectoral Asset Management,74.00,MEDIUM,HIGH,50,neutral,0.2,50,unknown,,50,,100.0,highly_crowded,46.0,concentrated,0.74000,0.95,0.85,0.45,0.7
SABS,172,32.27,-0.2559,-0.0205,0.633500,0.000000,2,1.0500,neutral,def_skip_not_elite_vol; def_mult_momentum_bonus_1.05,none,late,micro,True,81.98,60,0.2244,50.00,50.00,0,50.00,0,,50,UNKNOWN,UNKNOWN,90.00,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,80.0,diversified,0.83500,0.95,0.95,0.45,0.7
FHTX,173,32.21,-0.0736,-0.0059,0.9327,-0.126497,1,0.9700,penalty,def_mult_high_vol_0.97,none,early,small,True,57.35,60,0.0544,50.00,50.00,0,51.00,1,Deerfield Management,60.00,LOW,LOW,51.67,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,55.0,concentrated,0.80000,0.95,0.85,0.45,0.7
XENE,174,31.86,-0.1393,-0.0111,0.341,-0.080078,2,1.00,neutral,,none,late,mid,True,27.06,60,-0.1610,50.00,50.00,0,62.00,5,Baker Bros Advisors; Deerfield Management; Orbimed Advisors; Perceptive Advisors; Rock Springs Capital Management,63.00,LOW,LOW,44.74,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,83.0,broad_portfolio,0.83500,0.95,0.95,0.45,0.7
PRTA,175,31.75,-0.2223,-0.0178,0.4848,-0.152193,2,1.0300,neutral,def_mult_rsi_oversold_1.03,none,late,small,True,18.67,60,-0.2199,50.00,50.00,0,62.00,3,Palo Alto Investors; RA Capital Management; Rock Springs Capital Management,59.00,LOW,MODERATE,85.67,mcap_per_trial,0.8000,50,unknown,,50,,75.0,uncrowded,82.0,diversified,0.83500,0.95,0.95,0.45,0.7
ACRV,176,31.51,-0.1063,-0.0085,1.329184,-0.342193,3,0.9700,penalty,def_skip_not_elite_vol; def_mult_high_vol_0.97; def_warn_drawdown_gt_30pct,none,mid,micro,True,35.23,60,-0.1094,50.00,50.00,0,58.00,2,Baker Bros Advisors; RA Capital Management,50,UNKNOWN,UNKNOWN,87.29,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,64.0,focused,0.80000,0.95,0.85,0.45,0.7
PVLA,177,31.38,-0.0245,-0.002,0.827563,-0.230127,2,0.921500,penalty,def_skip_vol_too_high; def_mult_high_vol_0.97; def_mult_momentum_penalty_0.95,none,late,small,True,63.80,60,0.1022,73.70,57.61,20.07,54.00,1,Perceptive Advisors,50,UNKNOWN,UNKNOWN,51.75,mcap_per_trial,0.8000,50,unknown,,50,,10.0,uncrowded,72.0,diversified,0.83000,0.95,0.95,0.45,0.7
FLGT,178,31.19,-0.1889,-0.0151,0.4849,-0.129287,1,1.00,neutral,def_skip_not_elite_vol,none,early,small,True,42.52,60,-0.0554,50.00,50.00,0,50.00,0,,67.00,LOW,LOW,87.62,ev_revenue,0.8000,50,unknown,,50,,100.0,highly_crowded,35.0,single_asset,0.80000,0.95,0.85,0.45,0.7
ASND,179,30.86,-0.3499,-0.028,0.4165,-0.045352,2,1.0500,neutral,def_skip_not_elite_vol; def_mult_momentum_bonus_1.05,none,late,large,True,36.66,60,-0.0988,73.70,57.61,20.07,64.00,4,Acuta Capital Partners; Perceptive Advisors; RA Capital Management; Rock Springs Capital Management,60.00,LOW,LOW,10.00,ev_revenue,0.8000,50,unknown,,50,,75.0,uncrowded,83.0,broad_portfolio,0.74000,0.65,0.95,0.45,0.7
SGMO,180,30.83,-0.2306,-0.0184,0.7928,-0.396833,3,1.00,neutral,def_skip_vol_too_high; def_warn_drawdown_gt_30pct,sev1,mid,micro,True,7.25,60,-0.5166,50.00,50.00,0,50.00,0,,38.00,LOW,LOW,90.00,mcap_per_trial,0.8000,50,unknown,,50,,75.0,uncrowded,84.0,broad_portfolio,0.83500,0.95,0.95,0.45,0.7
XERS,181,30.83,-0.239,-0.0191,0.6845,-0.276768,2,1.00,neutral,def_skip_not_elite_vol,none,late,small,True,7.25,60,-0.3788,50.00,50.00,0,59.30,6,Deerfield Management; Orbimed Advisors; Redmile Group,67.00,LOW,MODERATE,12.86,ev_cfo,0.8000,50,unknown,,50,,100.0,highly_crowded,79.0,broad_portfolio,0.83500,0.95,0.95,0.45,0.7
CGON,182,30.25,-0.3849,-0.0308,0.7795,-0.045160,3,1.0500,neutral,def_mult_momentum_bonus_1.05,none,mid,mid,True,92.75,60,0.3354,50.00,50.00,0,64.90,6,Cormorant Asset Management; Opaleye Management; Orbimed Advisors; RTW Investments; Tang Capital Partners,80.00,MEDIUM,MODERATE,10.00,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,64.0,focused,0.83500,0.95,0.95,0.45,0.7
ORKA,183,29.98,-0.2898,-0.0232,0.647,-0.028567,3,1.00,neutral,,none,mid,small,True,92.75,60,0.4408,50.00,50.00,0,65.00,4,Cormorant Asset Management; Palo Alto Investors; Perceptive Advisors; RTW Investments,68.00,MEDIUM,HIGH,19.49,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,67.0,focused,0.83500,0.95,0.95,0.45,0.7
REPL,184,29.94,-0.1558,-0.0125,0.5897,-0.298229,2,0.9500,penalty,def_skip_not_elite_vol; def_mult_momentum_penalty_0.95,none,late,small,True,9.48,60,-0.2844,50.00,50.00,0,56.30,9,Ally Bridge Group; Baker Bros Advisors; Ghost Tree Capital; RTW Investments; Redmile Group; Tang Capital Partners,86.00,HIGH,HIGH,78.65,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,76.0,diversified,0.83500,0.95,0.95,0.45,0.7
GOSS,185,29.90,-0.164,-0.0131,0.8648,-0.3030,2,0.94914500,penalty,def_mult_high_vol_0.97; def_mult_momentum_penalty_0.95; def_mult_rsi_oversold_1.03; def_warn_drawdown_gt_30pct,sev1,late,small,True,36.83,60,-0.0976,50.00,50.00,0,61.00,4,Opaleye Management; Palo Alto Investors; Perceptive Advisors; Rock Springs Capital Management,69.00,LOW,MODERATE,59.36,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,78.0,diversified,0.83000,0.95,0.95,0.45,0.7
MCRB,186,29.76,-0.0654,-0.0052,1.1067,-0.471027,2,0.892400,penalty,def_skip_not_elite_vol; def_mult_high_vol_0.97; def_mult_drawdown_penalty_0.92,none,late,micro,True,19.11,60,-0.2167,50.00,50.00,0,50.00,0,,67.00,MEDIUM,MODERATE,80.71,ev_cfo,0.8000,50,unknown,,50,,75.0,uncrowded,79.0,diversified,0.83500,0.95,0.95,0.45,0.7
TGTX,187,29.76,-0.3068,-0.0245,0.3599,-0.124497,1,1.00,neutral,,none,early,mid,True,15.99,60,-0.2387,50.00,50.00,0,51.00,1,Opaleye Management,79.00,MEDIUM,HIGH,28.22,ev_revenue,0.8000,35.75,strong,Janssen,73.0,FT; BTD; ODD,100.0,highly_crowded,42.0,concentrated,0.80500,0.95,0.85,0.45,0.7
AURA,188,29.48,-0.3326,-0.0266,0.5411,-0.181818,2,1.00,neutral,,none,late,small,True,7.25,60,-0.3535,50.00,50.00,0,50.00,0,,68.00,LOW,LOW,88.60,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,82.0,diversified,0.83500,0.95,0.95,0.45,0.7
TSHA,189,29.47,-0.3413,-0.0273,0.7836,-0.194585,2,1.00,neutral,,none,late,small,True,39.11,60,-0.0807,50.00,50.00,0,77.00,8,Acuta Capital Partners; Ally Bridge Group; Baker Bros Advisors; Deerfield Management; Palo Alto Investors; RA Capital Management; RTW Investments; Tang Capital Partners,77.00,MEDIUM,HIGH,24.27,mcap_per_trial,0.8000,50,unknown,,50,,50.0,uncrowded,68.0,focused,0.80000,0.95,0.85,0.45,0.7
KYTX,190,29.07,-0.2983,-0.0239,1.2661,-0.188540,3,0.9700,penalty,def_mult_high_vol_0.97,sev1,mid,small,True,92.75,60,0.4010,73.10,62.22,36.84,53.00,1,Bain Capital Life Sciences,56.00,LOW,LOW,53.39,mcap_per_trial,0.8000,50,unknown,,50,,75.0,uncrowded,70.0,focused,0.83500,0.95,0.95,0.45,0.7
CLYM,191,28.81,-0.3154,-0.0252,1.260210,0.000000,3,0.9700,penalty,def_skip_vol_too_high; def_mult_high_vol_0.97,none,mid,small,True,92.75,60,1.1803,50.00,50.00,0,54.00,1,RA Capital Management,50,UNKNOWN,UNKNOWN,60.17,mcap_per_trial,0.8000,50,unknown,,50,,75.0,uncrowded,67.0,focused,0.83500,0.95,0.95,0.45,0.7
LXEO,192,28.77,-0.1806,-0.0144,0.8592,-0.304327,1,0.921500,penalty,def_skip_vol_too_high; def_mult_high_vol_0.97; def_mult_momentum_penalty_0.95; def_warn_drawdown_gt_30pct,sev1,early,small,True,23.04,60,-0.1892,50.00,50.00,0,50.00,1,Perceptive Advisors,59.00,MEDIUM,MODERATE,61.67,mcap_per_trial,0.8000,50,unknown,,50,,75.0,uncrowded,75.0,diversified,0.83500,0.95,0.95,0.45,0.7
MRSN,193,28.76,-0.324,-0.0259,3.7130,-0.000687,2,0.9700,penalty,def_skip_not_elite_vol; def_mult_high_vol_0.97,none,late,micro,True,92.75,60,1.5039,50.00,50.00,0,50.00,0,,71.00,LOW,LOW,90.00,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,75.0,diversified,0.83500,0.95,0.95,0.45,0.7
OPCH,194,28.73,-0.8879,-0.071,0.3048,-0.048368,1,1.4000,elite,def_mult_elite_1.40,none,early,mid,True,51.50,60,0.0111,50.00,50.00,0,50.00,0,,60.00,LOW,LOW,47.86,ev_cfo,0.8000,50,unknown,,50,,100.0,highly_crowded,35.0,single_asset,0.80000,0.95,0.85,0.45,0.7
DRUG,195,28.60,-0.4025,-0.0322,0.749361,-0.114445,3,1.00,neutral,def_skip_vol_too_high,none,mid,small,True,92.75,60,0.4962,50.00,50.00,0,62.00,3,Acuta Capital Partners; Cormorant Asset Management; Perceptive Advisors,50,UNKNOWN,UNKNOWN,31.36,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,67.0,focused,0.80500,0.95,0.85,0.45,0.7
IMCR,196,28.57,-0.4653,-0.0372,0.4195,-0.172324,2,1.0300,neutral,def_mult_rsi_oversold_1.03,none,late,small,True,18.82,60,-0.2188,98.00,80.39,39.31,58.00,2,Baker Bros Advisors; RTW Investments,77.00,MEDIUM,HIGH,12.86,ev_cfo,0.8000,50,unknown,,68.0,RMAT; ODD,100.0,highly_crowded,79.0,diversified,0.87500,0.95,0.95,0.65,0.7
ARGX,197,28.34,-0.9502,-0.076,0.2190,-0.1383,2,1.442000,elite,def_mult_elite_1.40; def_mult_rsi_oversold_1.03,none,late,large,True,31.35,60,-0.1382,70.70,55.17,18.94,66.00,4,Acuta Capital Partners; Baker Bros Advisors; RTW Investments; Rock Springs Capital Management,61.00,LOW,LOW,10.00,ev_revenue,0.8000,50,unknown,,50,,50.0,uncrowded,76.0,diversified,0.74000,0.65,0.95,0.45,0.7
