ticker,composite_rank,composite_score,z_score,expected_excess_return,volatility,drawdown,cluster_id,corr_xbi,beta_xbi,defensive_multiplier,defensive_bucket,defensive_notes,rank_driver,fundamental_red_flag,fundamental_red_flag_reasons,severity,stage_bucket,market_cap_bucket,rankable,momentum_score,momentum_window,momentum_alpha,catalyst_score,catalyst_effective_score,catalyst_proximity_score,smart_money_score,smart_money_overlap,smart_money_tier1_holders,short_interest_score,short_interest_crowding,short_interest_squeeze,valuation_score,valuation_method,valuation_confidence,partnership_score,partnership_strength,partnership_top_partners,fda_designation_score,fda_designations,competitive_intensity_score,competitive_crowding_level,pipeline_diversity_score,pipeline_risk_profile,confidence_overall,confidence_financial,confidence_clinical,confidence_catalyst,confidence_pos
ARWR,117,41.38,0.2474,0.0198,0.792125,-0.065377,2,0.4776,0.036154,1.00,neutral,,alpha,False,,none,late,mid,True,96.55,60,1.0073,80.00,62.44,21.46,65.71,4,Baker Bros Advisors,68.00,LOW,LOW,26.43,ev_cfo,0.8000,51.05,exceptional,Janssen; Takeda,64.0,FT; ODD,100.0,highly_crowded,88.0,broad_portfolio,0.83500,0.95,0.95,0.45,0.80
SPRY,118,41.37,0.3674,0.0294,0.892942,-0.217458,1,0.4447,-0.336085,0.9700,penalty,def_mult_high_vol_0.97,alpha,False,,none,early,small,True,27.70,60,-0.2934,50.00,50.00,0,79.00,4,Deerfield Management; Orbimed Advisors; Perceptive Advisors; RA Capital Management,80.00,HIGH,HIGH,31.67,mcap_per_trial,0.8000,50,unknown,,50,,20.0,uncrowded,63.0,focused,0.80500,0.95,0.85,0.45,0.33
MAZE,119,41.12,0.239,0.0191,0.564094,-0.073377,3,0.3475,0.003524,1.00,neutral,def_skip_vol_too_high,alpha,False,,none,mid,mid,True,88.26,60,0.5911,50.00,50.00,0,80.00,5,Casdin Capital; Deep Track Capital; Logos Global Management,55.00,LOW,LOW,50,neutral,0.2,50,unknown,,50,,75.0,uncrowded,46.0,concentrated,0.74500,0.95,0.85,0.45,0.58
FATE,120,40.68,0.2306,0.0184,0.741354,-0.088889,3,0.3655,-0.094638,1.0,neutral,def_skip_vol_too_high; def_mult_momentum_bonus_1.05; def_mult_rsi_oversold_1.03; def_boost_gated_below_51_in_3,alpha,False,,none,mid,micro,True,43.04,60,-0.0967,50.00,50.00,0,73.00,4,Redmile Group; Tang Capital Partners,59.00,LOW,MODERATE,90.00,mcap_per_trial,0.8000,50,unknown,,68.0,RMAT; ODD,100.0,highly_crowded,84.0,broad_portfolio,0.83000,0.95,0.95,0.45,0.53
TECH,121,40.43,0.2223,0.0178,0.334207,-0.073130,2,0.3696,0.045361,1.0,neutral,def_mult_good_1.10; def_mult_momentum_bonus_1.05; def_mult_rsi_overbought_0.98; def_boost_gated_below_51_in_2,alpha,False,,none,late,large,True,44.50,60,-0.0764,80.00,86.00,100.00,50.00,0,,58.00,LOW,LOW,12.86,ev_cfo,0.8000,50,unknown,,50,,100.0,highly_crowded,88.0,broad_portfolio,0.87000,0.95,0.95,0.65,0.87
ROIV,122,40.37,0.2139,0.0171,0.324875,-0.074128,3,0.3790,0.050128,1.0,neutral,def_mult_good_1.10; def_boost_gated_below_51_in_3,alpha,False,,none,mid,large,True,57.51,60,0.1042,50.00,50.00,0,80.00,3,Baker Bros Advisors; Perceptive Advisors; Sofinnova Investments,64.00,LOW,LOW,50,neutral,0.2,50,unknown,,50,,100.0,highly_crowded,35.0,single_asset,0.74000,0.95,0.85,0.45,0.53
VCEL,123,39.29,0.2056,0.0164,0.467260,-0.140103,2,0.3047,0.496232,1.0,neutral,def_mult_good_1.10; def_boost_gated_below_51_in_2,alpha,False,,none,late,small,True,33.85,60,-0.2125,50.00,50.00,0,50.00,0,,71.00,LOW,MODERATE,29.29,ev_cfo,0.8000,50,unknown,,50,,20.0,uncrowded,80.0,broad_portfolio,0.83500,0.95,0.95,0.45,0.95
AVXL,124,39.27,0.1972,0.0158,1.292738,-0.375784,2,0.1470,1.241340,1.0,neutral,def_skip_not_elite_vol; def_mult_high_vol_0.97; def_mult_momentum_bonus_1.05; def_warn_drawdown_gt_30pct; def_boost_gated_below_51_in_2,alpha,False,,none,late,small,True,15.49,60,-0.5013,50.00,50.00,0,50.00,0,,86.00,MEDIUM,HIGH,84.50,mcap_per_trial,0.8000,50,unknown,,50,,90.0,moderate,79.0,diversified,0.83500,0.95,0.95,0.45,0.67
ARCT,125,39.17,0.1889,0.0151,0.644800,-0.250752,2,0.3413,0.208043,1.0,neutral,def_skip_vol_too_high; def_mult_momentum_bonus_1.05; def_mult_rsi_oversold_1.03; def_boost_gated_below_51_in_2,alpha,False,,none,late,micro,True,20.45,60,-0.4034,50.00,50.00,0,50.00,0,,84.00,HIGH,HIGH,90.00,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,79.0,diversified,0.83500,0.95,0.95,0.45,0.78
ZLAB,126,39.10,0.1806,0.0144,0.404019,-0.351963,2,0.3572,-0.039423,1.0,neutral,def_mult_good_1.10; def_warn_drawdown_gt_30pct; def_boost_gated_below_51_in_2,alpha,False,,none,late,small,True,12.66,60,-0.5676,80.67,71.16,48.97,72.00,2,RTW Investments; Rock Springs Capital Management,62.00,LOW,LOW,10.00,ev_revenue,0.8000,50,unknown,,50,,100.0,highly_crowded,88.0,broad_portfolio,0.87500,0.95,0.95,0.65,0.70
RGNX,127,38.63,0.1558,0.0125,0.696630,-0.160826,2,0.6559,1.987032,1.00,neutral,,alpha,False,,none,late,small,True,49.12,60,-0.0123,98.67,80.93,39.54,50.00,0,,75.00,LOW,MODERATE,86.26,mcap_per_trial,0.8000,50,unknown,,50,,75.0,uncrowded,80.0,broad_portfolio,0.87000,0.95,0.95,0.65,0.80
NBP,128,38.39,0.1475,0.0118,0.667431,-0.195960,3,0.2145,0.622826,1.00,neutral,def_skip_not_elite_vol,alpha,False,,none,mid,small,True,27.68,60,-0.2937,50.00,50.00,0,50.00,0,,56.00,LOW,LOW,50,neutral,0.2,50,unknown,,50,,10.0,uncrowded,35.0,single_asset,0.74500,0.95,0.85,0.45,0.55
PCVX,129,38.31,0.1393,0.0111,0.506254,-0.063477,2,0.7099,0.173557,1.00,neutral,,alpha,False,,none,late,mid,True,56.38,60,0.0886,50.00,50.00,0,80.00,8,Baker Bros Advisors; Cormorant Asset Management; RA Capital Management; Rock Springs Capital Management; Tang Capital Partners,65.00,LOW,MODERATE,10.23,mcap_per_trial,0.8000,52.75,exceptional,Merck,67.0,FT; BTD,10.0,uncrowded,76.0,diversified,0.83000,0.95,0.95,0.45,0.78
VIR,130,38.03,0.131,0.0105,0.715357,0.000000,2,0.6380,0.512600,1.0,neutral,def_mult_momentum_bonus_1.05; def_boost_gated_below_51_in_2,alpha,False,,sev1,late,small,True,69.21,60,0.2528,80.00,71.18,50.61,61.00,1,Baker Bros Advisors,66.00,LOW,MODERATE,82.75,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,86.0,broad_portfolio,0.87500,0.95,0.95,0.65,0.78
ABEO,131,37.93,0.1228,0.0098,0.641179,-0.074275,2,0.457349,1.042437,1.00,neutral,,alpha,False,,none,late,micro,True,29.94,60,-0.2639,50.00,50.00,0,61.00,1,Palo Alto Investors,50,UNKNOWN,UNKNOWN,90.00,mcap_per_trial,0.8000,50,unknown,,50,,35.0,uncrowded,76.0,broad_portfolio,0.83500,0.95,0.95,0.45,0.80
TYRA,132,37.85,0.0981,0.0078,0.691628,0.000000,3,0.4128,1.078541,1.0,neutral,def_mult_momentum_bonus_1.05; def_boost_gated_below_51_in_3,alpha,False,,none,mid,small,True,96.55,60,0.8774,50.00,50.00,0,70.00,3,Baker Bros Advisors; RA Capital Management,61.00,MEDIUM,MODERATE,33.05,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,75.0,diversified,0.83500,0.95,0.95,0.45,0.53
RXRX,133,37.73,0.0899,0.0072,0.670638,-0.185841,3,0.5473,1.410358,1.00,neutral,,alpha,False,,none,mid,mid,True,24.26,60,-0.3413,50.00,50.00,0,58.57,2,Casdin Capital,71.00,HIGH,HIGH,27.97,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,78.0,diversified,0.83500,0.95,0.95,0.45,0.53
RCKT,134,37.56,0.0817,0.0065,0.615426,-0.078283,3,0.4280,1.604224,1.00,neutral,,alpha,False,,sev1,mid,small,True,35.94,60,-0.1850,50.00,50.00,0,80.00,7,RTW Investments; Suvretta Capital Management; Tang Capital Partners,63.00,MEDIUM,MODERATE,80.51,mcap_per_trial,0.8000,52.75,exceptional,Roche,80.2,FT; RMAT; ODD; BTD,45.0,uncrowded,79.0,broad_portfolio,0.83500,0.95,0.95,0.45,0.63
ACIU,135,37.52,0.0736,0.0059,0.735885,-0.059459,3,0.3132,-0.126990,1.0,neutral,def_skip_vol_too_high; def_mult_momentum_bonus_1.05; def_boost_gated_below_51_in_3,alpha,False,,none,mid,small,True,51.42,60,0.0198,80.00,66.09,33.64,50.00,0,,38.00,LOW,LOW,70.34,mcap_per_trial,0.8000,50,unknown,,50,,75.0,uncrowded,75.0,diversified,0.78000,0.65,0.95,0.65,0.50
MLTX,136,37.36,0.0654,0.0052,0.967856,-0.121147,2,-0.021591,0.660912,1.0,neutral,def_skip_not_elite_vol; def_mult_high_vol_0.97; def_mult_momentum_bonus_1.05; def_boost_gated_below_51_in_2,alpha,False,,none,late,small,True,43.34,60,-0.0925,66.20,51.55,17.37,80.00,7,Cormorant Asset Management; Ghost Tree Capital; Rock Springs Capital Management; Sectoral Asset Management,50,UNKNOWN,UNKNOWN,52.34,mcap_per_trial,0.8000,50,unknown,,50,,60.0,uncrowded,80.0,broad_portfolio,0.83000,0.95,0.95,0.45,0.77
GPCR,137,37.18,0.0572,0.0046,1.580727,-0.047020,3,0.1393,0.219430,1.0,neutral,def_skip_not_elite_vol; def_mult_high_vol_0.97; def_mult_momentum_bonus_1.05; def_boost_gated_below_51_in_3,alpha,False,,none,mid,mid,True,96.55,60,2.0283,50.00,50.00,0,80.00,4,Baker Bros Advisors; Casdin Capital; RA Capital Management; Rock Springs Capital Management,48.00,LOW,LOW,10.00,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,67.0,focused,0.83500,0.95,0.95,0.45,0.53
OCUL,138,37.12,0.049,0.0039,0.711236,-0.326505,2,0.3569,0.870148,1.00,neutral,def_skip_vol_too_high; def_warn_drawdown_gt_30pct,alpha,False,,none,late,mid,True,25.09,60,-0.3291,55.30,43.02,14.35,80.00,8,Acuta Capital Partners; Deep Track Capital; Logos Global Management; Opaleye Management; Rock Springs Capital Management,57.00,LOW,LOW,64.04,mcap_per_trial,0.8000,50,unknown,,50,,75.0,uncrowded,83.0,broad_portfolio,0.83500,0.95,0.95,0.45,0.78
ABUS,139,36.95,0.0408,0.0033,0.538814,-0.153535,3,0.4589,0.104735,1.00,neutral,,alpha,False,,none,mid,small,True,32.10,60,-0.2356,57.61,42.23,6.33,50.00,0,,53.00,LOW,LOW,56.78,mcap_per_trial,0.8000,50,unknown,,50,,75.0,uncrowded,78.0,diversified,0.80500,0.95,0.95,0.30,0.53
LCTX,140,36.78,0.0327,0.0026,0.556604,-0.191327,1,0.4269,0.095813,1.00,neutral,,alpha,False,,none,early,small,True,38.03,60,-0.1575,50.00,50.00,0,50.00,0,,66.00,MEDIUM,MODERATE,65.00,mcap_per_trial,0.8000,50,unknown,,50,,20.0,uncrowded,64.0,focused,0.83500,0.95,0.95,0.45,0.37
ONC,141,36.50,0.0245,0.002,0.409327,-0.109439,2,0.4212,0.502555,1.00,neutral,,alpha,False,,none,late,large,True,40.15,60,-0.1368,50.00,50.00,0,50.00,0,,51.00,LOW,LOW,12.86,ev_cfo,0.8000,50,unknown,,50,,100.0,highly_crowded,83.0,broad_portfolio,0.83000,0.95,0.95,0.45,0.70
CRMD,142,35.99,0.1723,0.0138,0.981162,-0.391202,2,0.2952,0.887384,0.921500,penalty,def_skip_not_elite_vol; def_mult_high_vol_0.97; def_mult_momentum_penalty_0.95; def_warn_drawdown_gt_30pct,alpha,False,,none,late,small,True,13.40,60,-0.5495,80.00,60.54,15.14,65.71,3,Deep Track Capital,65.00,MEDIUM,MODERATE,90.00,ev_cfo,0.8000,50,unknown,,50,,20.0,uncrowded,75.0,diversified,0.83500,0.95,0.95,0.45,0.92
ACLX,143,35.96,0.0163,0.0013,0.575629,-0.238654,1,0.3925,-0.628886,1.00,neutral,def_skip_vol_too_high,alpha,False,,none,early,mid,True,24.76,60,-0.3340,50.00,50.00,0,80.00,6,Baker Bros Advisors; Cormorant Asset Management; Perceptive Advisors; RA Capital Management; Rock Springs Capital Management,66.00,MEDIUM,HIGH,50,neutral,0.2,50,unknown,,50,,100.0,highly_crowded,45.0,concentrated,0.74500,0.95,0.85,0.45,0.40
CYTK,144,35.63,0.0082,0.0007,0.410966,-0.054439,2,0.6491,0.127123,1.00,neutral,,alpha,False,,none,late,mid,True,55.00,60,0.0694,66.50,57.34,35.97,61.00,1,RTW Investments,66.00,LOW,MODERATE,35.38,mcap_per_trial,0.8000,40.75,strong,Novartis,50,,100.0,highly_crowded,86.0,broad_portfolio,0.87000,0.95,0.95,0.65,0.72
FTRE,145,35.5,1.1022,0.0882,0.795344,-0.100000,1,0.3907,-0.650197,1.00,neutral,def_skip_vol_too_high,suppressed,True,survivability_critical; single_asset_early_stage,none,early,small,True,85.70,60,0.5283,50.00,50.00,0,50.00,0,,71.00,MEDIUM,MODERATE,90.00,ev_revenue,0.8000,50,unknown,,50,,90.0,highly_crowded,35.0,single_asset,0.80500,0.95,0.85,0.45,0.47
INDV,146,35.5,0.6365,0.0509,0.284609,-0.056421,1,0.1532,-0.045146,1.0,neutral,def_mult_elite_1.40; def_boost_gated_below_51_in_1,suppressed,True,single_asset_early_stage,none,early,mid,True,48.56,60,-0.0200,50.00,50.00,0,50.00,0,,48.00,LOW,LOW,59.29,ev_cfo,0.8000,50,unknown,,50,,90.0,highly_crowded,35.0,single_asset,0.80000,0.95,0.85,0.45,0.37
CATX,147,35.5,0.568,0.0454,0.794713,-0.100695,1,0.2582,0.612442,1.00,neutral,def_skip_not_elite_vol,suppressed,True,single_asset_early_stage,none,early,micro,True,24.39,60,-0.3393,50.00,50.00,0,50.00,0,,59.00,MEDIUM,MODERATE,50,neutral,0.2,50,unknown,,50,,100.0,highly_crowded,35.0,single_asset,0.74500,0.95,0.85,0.45,0.40
GLUE,148,35.5,0.5489,0.0439,1.078905,-0.087317,1,0.3288,1.870435,1.0,neutral,def_skip_vol_too_high; def_mult_high_vol_0.97; def_mult_momentum_bonus_1.05; def_boost_gated_below_51_in_1,suppressed,True,single_asset_early_stage,none,early,small,True,96.55,60,1.5895,50.00,50.00,0,71.00,2,Baker Bros Advisors; Casdin Capital,59.00,MEDIUM,MODERATE,12.86,ev_cfo,0.8000,50,unknown,,50,,100.0,highly_crowded,35.0,single_asset,0.80500,0.95,0.85,0.45,0.40
DYN,149,35.5,0.4472,0.0358,0.784580,-0.271464,1,0.4655,0.151596,1.00,neutral,,suppressed,True,single_asset_early_stage,none,early,mid,True,33.22,60,-0.2209,50.00,50.00,0,80.00,13,Deep Track Capital; Ghost Tree Capital; Logos Global Management; Orbimed Advisors; Palo Alto Investors; Perceptive Advisors; RTW Investments; Rock Springs Capital Management; Sofinnova Investments,69.00,LOW,MODERATE,50,neutral,0.2,50,unknown,,50,,10.0,uncrowded,35.0,single_asset,0.74500,0.95,0.85,0.45,0.50
SEPN,150,35.5,0.2559,0.0205,0.720993,-0.181880,1,0.4426,-0.202319,1.00,neutral,,suppressed,True,single_asset_early_stage,none,early,small,True,62.25,60,0.1612,80.00,67.99,39.96,80.00,3,Casdin Capital; Perceptive Advisors; RA Capital Management,61.00,LOW,LOW,90.00,ev_cfo,0.8000,50,unknown,,50,,90.0,highly_crowded,35.0,single_asset,0.84500,0.95,0.85,0.65,0.40
SNDX,151,35.5,0.164,0.0131,0.589514,-0.053370,3,0.3962,-0.211101,1.00,neutral,def_skip_vol_too_high,suppressed,True,cash_runway_lt_6m; survivability_critical,sev1,mid,small,True,67.18,60,0.2260,50.00,50.00,0,80.00,7,Ghost Tree Capital; Palo Alto Investors; Sectoral Asset Management,88.00,MEDIUM,HIGH,65.25,mcap_per_trial,0.8000,47.82,strong,Incyte,50,,100.0,highly_crowded,84.0,broad_portfolio,0.83500,0.95,0.95,0.45,0.53
JBIO,152,35.5,0.1146,0.0092,0.749977,-0.057546,1,0.492984,1.534987,1.00,neutral,,suppressed,True,single_asset_early_stage,none,early,small,True,81.85,60,0.4461,50.00,50.00,0,50.00,0,,50,UNKNOWN,UNKNOWN,50,neutral,0.2,50,unknown,,50,,90.0,highly_crowded,35.0,single_asset,0.74500,0.95,0.85,0.45,0.42
CMPS,153,35.5,0.1063,0.0085,0.784792,-0.132353,1,0.3456,0.549383,1.00,neutral,def_skip_vol_too_high,suppressed,True,single_asset_early_stage,sev1,early,small,True,49.54,60,-0.0064,50.00,50.00,0,80.00,8,Deep Track Capital; EcoR1 Capital; RTW Investments; Tang Capital Partners,71.00,LOW,LOW,50,neutral,0.2,50,unknown,,50,,100.0,highly_crowded,35.0,single_asset,0.74000,0.95,0.85,0.45,0.37
SNY,154,35.50,0.0,0.0,0.193965,-0.092663,2,0.2745,0.222055,1.0,neutral,def_mult_elite_1.40; def_boost_gated_below_51_in_2,alpha,False,,none,late,large,True,29.31,60,-0.2722,50.00,50.00,0,64.29,3,Krensavage Asset Management,38.00,LOW,LOW,74.75,ev_revenue,0.8000,50,unknown,,50,,100.0,highly_crowded,88.0,broad_portfolio,0.74500,0.65,0.95,0.45,0.95
HROW,155,35.23,-0.0163,-0.0013,0.620134,-0.215693,2,0.3194,0.904215,1.00,neutral,def_skip_vol_too_high,alpha,False,,none,late,small,True,42.24,60,-0.1078,50.00,50.00,0,58.00,1,Opaleye Management,73.00,MEDIUM,MODERATE,27.86,ev_cfo,0.8000,50,unknown,,50,,10.0,uncrowded,35.0,single_asset,0.80000,0.95,0.85,0.45,0.95
RYTM,156,35.11,-0.0245,-0.002,0.528184,-0.123618,2,-0.036645,0.117529,1.0,neutral,def_skip_not_elite_vol; def_mult_rsi_oversold_1.03; def_boost_gated_below_51_in_2,alpha,False,,none,late,mid,True,30.62,60,-0.2550,50.00,50.00,0,80.00,7,Baker Bros Advisors; Opaleye Management; Orbimed Advisors; Perceptive Advisors; RA Capital Management; Rock Springs Capital Management; Sofinnova Investments,63.00,LOW,MODERATE,10.00,mcap_per_trial,0.8000,50,unknown,,69.0,ODD; BTD,90.0,moderate,80.0,diversified,0.83500,0.95,0.95,0.45,0.92
ADPT,157,35.05,-0.0327,-0.0026,0.792611,-0.084555,1,0.3021,-0.220678,1.0,neutral,def_skip_vol_too_high; def_mult_momentum_bonus_1.05; def_boost_gated_below_51_in_1,alpha,False,,none,early,mid,True,49.60,60,-0.0056,50.00,50.00,0,50.00,0,,68.00,LOW,LOW,19.31,ev_revenue,0.8000,41.62,exceptional,Genentech,68.0,RMAT; ODD,100.0,highly_crowded,74.0,diversified,0.83000,0.95,0.95,0.45,0.30
MYGN,158,34.83,-0.049,-0.0039,0.679512,-0.286064,2,0.1990,0.379342,1.00,neutral,def_skip_not_elite_vol,alpha,False,,none,late,small,True,19.92,60,-0.4128,50.00,50.00,0,50.00,0,,67.00,LOW,MODERATE,90.00,ev_revenue,0.8000,50,unknown,,50,,100.0,highly_crowded,68.0,diversified,0.83500,0.95,0.95,0.45,0.87
VYGR,159,34.36,-0.0654,-0.0052,0.554326,-0.156317,1,0.5912,1.229004,1.00,neutral,,suppressed,True,single_asset_early_stage,none,early,micro,True,31.15,60,-0.2480,50.00,50.00,0,58.57,3,EcoR1 Capital,59.00,LOW,LOW,50,neutral,0.2,50,unknown,,50,,100.0,highly_crowded,35.0,single_asset,0.74500,0.95,0.85,0.45,0.37
TERN,160,33.97,-0.0408,-0.0033,1.447085,-0.254831,3,0.0847,-0.148278,0.9700,penalty,def_skip_not_elite_vol; def_mult_high_vol_0.97,alpha,False,,none,mid,mid,True,96.55,60,2.9266,50.00,50.00,0,61.00,1,Acuta Capital Partners,48.00,LOW,LOW,10.00,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,67.0,focused,0.83500,0.95,0.95,0.45,0.58
FOLD,161,33.92,-0.0572,-0.0046,0.580637,-0.006259,2,-0.102778,-0.145120,0.9800,neutral,def_skip_not_elite_vol; def_mult_rsi_overbought_0.98,alpha,False,,none,late,mid,True,79.61,60,0.4044,50.00,50.00,0,80.00,3,Palo Alto Investors; Perceptive Advisors; Rock Springs Capital Management,60.00,LOW,LOW,12.86,ev_cfo,0.8000,36.75,strong,Roche,69.0,ODD; BTD,100.0,highly_crowded,80.0,broad_portfolio,0.83500,0.95,0.95,0.45,0.80
SANA,162,33.82,-0.0899,-0.0072,0.903996,-0.062741,2,0.5864,0.298724,0.999100,neutral,def_mult_high_vol_0.97; def_mult_rsi_oversold_1.03,alpha,False,,sev1,late,small,True,51.32,60,0.0184,80.00,66.09,33.64,60.00,1,Baker Bros Advisors,78.00,HIGH,HIGH,83.33,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,88.0,broad_portfolio,0.87000,0.95,0.95,0.65,0.87
KROS,163,33.68,-0.0981,-0.0078,0.496254,-0.174222,3,0.4040,0.455020,1.00,neutral,,alpha,False,,none,mid,small,True,44.73,60,-0.0732,50.00,50.00,0,50.00,0,,75.00,MEDIUM,LOW,90.00,ev_cfo,0.8000,50,unknown,,58,FT,75.0,uncrowded,53.0,focused,0.80000,0.95,0.85,0.45,0.55
BIOA,164,33.41,-0.131,-0.0105,0.973916,-0.144415,3,0.2151,-0.166237,1.0,neutral,def_skip_not_elite_vol; def_mult_high_vol_0.97; def_mult_momentum_bonus_1.05; def_boost_gated_below_51_in_3,alpha,False,,none,mid,small,True,96.55,60,1.7396,50.00,50.00,0,80.00,4,Cormorant Asset Management; Orbimed Advisors; Sofinnova Investments; Tang Capital Partners,50.00,LOW,LOW,46.61,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,70.0,focused,0.83500,0.95,0.95,0.45,0.58
XENE,165,33.38,-0.1475,-0.0118,0.340557,-0.080078,2,0.6575,0.963736,1.00,neutral,,alpha,False,,none,late,mid,True,37.76,60,-0.1610,50.00,50.00,0,80.00,5,Baker Bros Advisors; Deerfield Management; Orbimed Advisors; Perceptive Advisors; Rock Springs Capital Management,63.00,LOW,LOW,44.74,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,83.0,broad_portfolio,0.83500,0.95,0.95,0.45,0.67
BCAX,166,33.25,-0.1558,-0.0125,0.605107,-0.131868,3,0.5355,-0.087033,1.00,neutral,,alpha,False,,none,mid,small,True,47.64,60,-0.0327,50.00,50.00,0,80.00,5,Deep Track Capital; RA Capital Management; Rock Springs Capital Management; Sectoral Asset Management,74.00,MEDIUM,HIGH,50,neutral,0.2,50,unknown,,50,,100.0,highly_crowded,46.0,concentrated,0.74000,0.95,0.85,0.45,0.53
INSM,167,33.12,-0.164,-0.0131,0.577664,-0.230689,2,0.3782,0.677629,1.00,neutral,def_skip_vol_too_high,alpha,False,,none,late,large,True,36.72,60,-0.1747,78.60,72.34,57.72,80.00,14,Acuta Capital Partners; Baker Bros Advisors; Cormorant Asset Management; Deerfield Management; Orbimed Advisors; Palo Alto Investors; Perceptive Advisors; RTW Investments; Rock Springs Capital Management; Sofinnova Investments,54.00,LOW,LOW,10.00,ev_revenue,0.8000,50,unknown,,73.0,FT; ODD; BTD,100.0,highly_crowded,86.0,broad_portfolio,0.87500,0.95,0.95,0.65,0.73
XERS,168,32.67,-0.1889,-0.0151,0.716562,-0.276768,2,0.1723,0.292248,1.00,neutral,def_skip_not_elite_vol,alpha,False,,none,late,small,True,21.88,60,-0.3788,50.00,50.00,0,80.00,6,Deerfield Management; Orbimed Advisors; Redmile Group,67.00,LOW,MODERATE,12.86,ev_cfo,0.8000,50,unknown,,50,,100.0,highly_crowded,79.0,broad_portfolio,0.83500,0.95,0.95,0.45,0.75
PRTA,169,32.65,-0.1972,-0.0158,0.466362,-0.152193,2,0.5288,0.306559,1.0,neutral,def_mult_rsi_oversold_1.03; def_boost_gated_below_51_in_2,alpha,False,,none,late,small,True,33.29,60,-0.2199,50.00,50.00,0,80.00,3,Palo Alto Investors; RA Capital Management; Rock Springs Capital Management,59.00,LOW,MODERATE,85.67,mcap_per_trial,0.8000,50,unknown,,50,,75.0,uncrowded,82.0,diversified,0.83500,0.95,0.95,0.45,0.67
ACRV,170,32.64,-0.1063,-0.0085,1.329184,-0.342193,3,0.284802,1.628822,0.9700,penalty,def_skip_not_elite_vol; def_mult_high_vol_0.97; def_warn_drawdown_gt_30pct,alpha,False,,none,mid,micro,True,42.12,60,-0.1094,50.00,50.00,0,72.00,2,Baker Bros Advisors; RA Capital Management,50,UNKNOWN,UNKNOWN,87.29,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,64.0,focused,0.80000,0.95,0.85,0.45,0.53
PVLA,171,32.58,-0.0082,-0.0007,0.827563,-0.230127,2,0.355409,1.280814,0.921500,penalty,def_skip_vol_too_high; def_mult_high_vol_0.97; def_mult_momentum_penalty_0.95,alpha,False,,none,late,small,True,57.36,60,0.1022,80.00,66.09,33.64,61.00,1,Perceptive Advisors,50,UNKNOWN,UNKNOWN,51.75,mcap_per_trial,0.8000,50,unknown,,50,,10.0,uncrowded,72.0,diversified,0.87000,0.95,0.95,0.65,0.72
FHTX,172,32.41,-0.1393,-0.0111,0.893206,-0.126497,1,0.4168,0.451517,0.9700,penalty,def_mult_high_vol_0.97,alpha,False,,none,early,small,True,53.92,60,0.0544,50.00,50.00,0,58.00,1,Deerfield Management,60.00,LOW,LOW,51.67,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,55.0,concentrated,0.80000,0.95,0.85,0.45,0.40
REPL,173,32.21,-0.0817,-0.0065,0.533264,-0.298229,2,0.2027,1.240792,0.9500,penalty,def_skip_not_elite_vol; def_mult_momentum_penalty_0.95,alpha,False,,none,late,small,True,28.39,60,-0.2844,50.00,50.00,0,80.00,9,Ally Bridge Group; Baker Bros Advisors; Ghost Tree Capital; RTW Investments; Redmile Group; Tang Capital Partners,86.00,HIGH,HIGH,78.65,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,76.0,diversified,0.83500,0.95,0.95,0.45,0.80
ORIC,174,32.09,-0.2056,-0.0164,0.593209,-0.129179,1,0.4216,-0.088481,1.0,neutral,def_mult_momentum_bonus_1.05; def_boost_gated_below_51_in_1,alpha,False,,sev1,early,small,True,40.42,60,-0.1331,50.00,50.00,0,79.10,5,Deerfield Management; EcoR1 Capital,71.00,MEDIUM,HIGH,48.33,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,63.0,focused,0.83000,0.95,0.95,0.45,0.40
ASND,175,31.94,-0.2139,-0.0171,0.427876,-0.045352,2,0.2334,0.497449,1.00,neutral,def_skip_not_elite_vol,alpha,False,,none,late,large,True,42.89,60,-0.0988,80.00,66.09,33.64,80.00,4,Acuta Capital Partners; Perceptive Advisors; RA Capital Management; Rock Springs Capital Management,60.00,LOW,LOW,10.00,ev_revenue,0.8000,50,unknown,,50,,75.0,uncrowded,83.0,broad_portfolio,0.78000,0.65,0.95,0.65,0.80
